episode_return,episode_length,loss,epsilon,avg_q
10.000000,10,0.011043,0.013970,2.437810
10.000000,10,0.015755,0.013930,2.378717
10.000000,10,0.670695,0.013891,2.352538
10.000000,10,0.834792,0.013852,2.359823
10.000000,10,0.859659,0.013814,2.345716
10.000000,10,0.471692,0.013776,2.334337
10.000000,10,0.797741,0.013739,2.375697
10.000000,10,0.393498,0.013701,2.397739
10.000000,10,0.683717,0.013665,2.402447
10.000000,10,8.944738,0.013628,2.391962
10.000000,10,7.675394,0.013592,2.371742
10.000000,10,0.458579,0.013556,2.358840
10.000000,10,0.008785,0.013521,2.390179
10.000000,10,0.415840,0.013486,2.451629
10.000000,10,0.425621,0.013451,2.470281
10.000000,10,0.021945,0.013417,2.469913
10.000000,10,0.279243,0.013383,2.484359
10.000000,10,0.604329,0.013349,2.495336
10.000000,10,0.831676,0.013316,2.455917
10.000000,10,4.299015,0.013283,2.400375
10.000000,10,0.480541,0.013250,2.347318
10.000000,10,6.782170,0.013218,2.294240
10.000000,10,0.004223,0.013186,2.215884
10.000000,10,1.000769,0.013154,2.147969
10.000000,10,0.460269,0.013123,2.142689
10.000000,10,1.250881,0.013092,2.148432
10.000000,10,0.778876,0.013061,2.151519
10.000000,10,0.241474,0.013030,2.112225
10.000000,10,0.024426,0.013000,2.100245
10.000000,10,0.908589,0.012970,2.097279
10.000000,10,0.847140,0.012941,2.064566
10.000000,10,0.457538,0.012912,1.999465
10.000000,10,0.703701,0.012883,1.959266
10.000000,10,0.396778,0.012854,1.966694
10.000000,10,0.628469,0.012826,1.980975
10.000000,10,0.243749,0.012797,2.003155
10.000000,10,0.239271,0.012770,2.019160
10.000000,10,0.644905,0.012742,2.023478
10.000000,10,0.023898,0.012715,2.016876
10.000000,10,0.860739,0.012688,2.009856
10.000000,10,0.377971,0.012661,2.010010
10.000000,10,0.246888,0.012635,1.976172
10.000000,10,0.473565,0.012608,1.941380
10.000000,10,0.121566,0.012582,1.886290
10.000000,10,0.785130,0.012557,1.825837
10.000000,10,0.060592,0.012531,1.778161
10.000000,10,0.033193,0.012506,1.759524
10.000000,10,0.393487,0.012481,1.774056
10.000000,10,0.210264,0.012456,1.760665
10.000000,10,0.279790,0.012432,1.718836
10.000000,10,0.159229,0.012408,1.658422
10.000000,10,0.482796,0.012384,1.629004
10.000000,10,0.710631,0.012360,1.603553
10.000000,10,3.955840,0.012337,1.573430
10.000000,10,0.042335,0.012313,1.604802
10.000000,10,0.279011,0.012290,1.632504
10.000000,10,0.367294,0.012268,1.643989
10.000000,10,0.453577,0.012245,1.629507
10.000000,10,0.020303,0.012223,1.577272
10.000000,10,0.868780,0.012201,1.486045
10.000000,10,0.163845,0.012179,1.429325
10.000000,10,0.100299,0.012157,1.422861
10.000000,10,0.101601,0.012136,1.420682
10.000000,10,0.114131,0.012114,1.390534
10.000000,10,0.073732,0.012093,1.335707
10.000000,10,0.075782,0.012072,1.278242
10.000000,10,0.197012,0.012052,1.236080
10.000000,10,0.062310,0.012031,1.234119
10.000000,10,0.416327,0.012011,1.232019
10.000000,10,0.114814,0.011991,1.215879
10.000000,10,0.098271,0.011971,1.161065
10.000000,10,0.045811,0.011952,1.109902
10.000000,10,0.043419,0.011932,1.078116
10.000000,10,0.567429,0.011913,1.058641
10.000000,10,0.173834,0.011894,1.039002
10.000000,10,0.195572,0.011875,1.006952
10.000000,10,0.054133,0.011857,1.002836
10.000000,10,0.548208,0.011838,1.004607
10.000000,10,0.149890,0.011820,1.050520
10.000000,10,0.133529,0.011802,1.040144
10.000000,10,0.106972,0.011784,0.982496
10.000000,10,0.051696,0.011766,0.932198
10.000000,10,0.026194,0.011748,0.898320
10.000000,10,0.518916,0.011731,0.878441
10.000000,10,0.392312,0.011714,0.893652
10.000000,10,0.045696,0.011697,0.918340
10.000000,10,0.107170,0.011680,0.927796
10.000000,10,0.061631,0.011663,0.923591
10.000000,10,0.407068,0.011647,0.904551
10.000000,10,0.069049,0.011630,0.860808
10.000000,10,0.088712,0.011614,0.830466
10.000000,10,0.061357,0.011598,0.795894
10.000000,10,0.040832,0.011582,0.765965
10.000000,10,0.054758,0.011566,0.754668
10.000000,10,0.384141,0.011551,0.741426
10.000000,10,0.140881,0.011535,0.730374
10.000000,10,0.102363,0.011520,0.727785
10.000000,10,0.094082,0.011505,0.749782
10.000000,10,0.045725,0.011490,0.758906
10.000000,10,0.128663,0.011475,0.742639
10.000000,10,0.113174,0.011460,0.698444
10.000000,10,0.070047,0.011446,0.669671
10.000000,10,0.119402,0.011431,0.665957
10.000000,10,0.110536,0.011417,0.690360
10.000000,10,0.068185,0.011403,0.708365
10.000000,10,0.395220,0.011389,0.713557
10.000000,10,0.329520,0.011375,0.698142
10.000000,10,0.135068,0.011362,0.675766
10.000000,10,0.064371,0.011348,0.680520
10.000000,10,0.156548,0.011335,0.663457
10.000000,10,0.333457,0.011321,0.642516
10.000000,10,0.109123,0.011308,0.619354
10.000000,10,0.612755,0.011295,0.580383
10.000000,10,0.274586,0.011282,0.566465
10.000000,10,0.047523,0.011270,0.568123
10.000000,10,0.073734,0.011257,0.589064
10.000000,10,0.592901,0.011244,0.601111
10.000000,10,0.081056,0.011232,0.628193
10.000000,10,0.175598,0.011220,0.632946
10.000000,10,0.147328,0.011208,0.639697
10.000000,10,0.246680,0.011196,0.617076
10.000000,10,0.391766,0.011184,0.572225
10.000000,10,0.278640,0.011172,0.567981
10.000000,10,0.094924,0.011160,0.558100
10.000000,10,6.662169,0.011149,0.547324
10.000000,10,0.229692,0.011137,0.647377
10.000000,10,0.257395,0.011126,0.714458
10.000000,10,0.299664,0.011115,0.759864
10.000000,10,0.287070,0.011104,0.792742
10.000000,10,0.147116,0.011093,0.785937
10.000000,10,0.266708,0.011082,0.768940
10.000000,10,0.230055,0.011071,0.742098
10.000000,10,0.269284,0.011060,0.710668
10.000000,10,0.390518,0.011050,0.742065
10.000000,10,0.054766,0.011039,0.786095
10.000000,10,0.096392,0.011029,0.807527
10.000000,10,0.061819,0.011019,0.791888
10.000000,10,0.080335,0.011009,0.774340
10.000000,10,0.291398,0.010999,0.784025
10.000000,10,0.336598,0.010989,0.762657
10.000000,10,0.227907,0.010979,0.766136
10.000000,10,0.384626,0.010969,0.745766
10.000000,10,0.191225,0.010960,0.727051
10.000000,10,0.267334,0.010950,0.746186
10.000000,10,0.067090,0.010941,0.754818
10.000000,10,0.130910,0.010931,0.729002
10.000000,10,0.123315,0.010922,0.758422
10.000000,10,0.193771,0.010913,0.763986
10.000000,10,0.078380,0.010904,0.756524
10.000000,10,0.215150,0.010895,0.722652
10.000000,10,0.391356,0.010886,0.717346
10.000000,10,0.268199,0.010877,0.708103
10.000000,10,0.159669,0.010868,0.694545
10.000000,10,0.259847,0.010860,0.717674
10.000000,10,0.372401,0.010851,0.728042
10.000000,10,0.333120,0.010843,0.720741
10.000000,10,0.346660,0.010834,0.685058
10.000000,10,0.191242,0.010826,0.635464
10.000000,10,0.385559,0.010818,0.619851
10.000000,10,0.231288,0.010810,0.598252
10.000000,10,0.315660,0.010801,0.602065
10.000000,10,0.234290,0.010794,0.593837
10.000000,10,0.212333,0.010786,0.605888
10.000000,10,0.297365,0.010778,0.627165
10.000000,10,0.303692,0.010770,0.593624
10.000000,10,0.431581,0.010762,0.564114
10.000000,10,0.239495,0.010755,0.516003
10.000000,10,0.303215,0.010747,0.496200
10.000000,10,0.228361,0.010740,0.495263
10.000000,10,0.324096,0.010732,0.461357
10.000000,10,0.301129,0.010725,0.430367
10.000000,10,0.197504,0.010718,0.427989
10.000000,10,0.204354,0.010711,0.394975
10.000000,10,0.141314,0.010704,0.421384
10.000000,10,0.148217,0.010697,0.493551
10.000000,10,0.214092,0.010690,0.511260
10.000000,10,0.239653,0.010683,0.521082
10.000000,10,0.039432,0.010676,0.534582
10.000000,10,0.372692,0.010669,0.513501
10.000000,10,0.192427,0.010663,0.476472
10.000000,10,0.428509,0.010656,0.507081
10.000000,10,0.588793,0.010650,0.541681
10.000000,10,0.191104,0.010643,0.563047
10.000000,10,0.764636,0.010637,0.622107
10.000000,10,0.425948,0.010630,0.600476
10.000000,10,0.489710,0.010624,0.614361
10.000000,10,0.394319,0.010618,0.639538
10.000000,10,0.274282,0.010612,0.714669
10.000000,10,0.375290,0.010606,0.734474
10.000000,10,0.222982,0.010600,0.716005
10.000000,10,0.217185,0.010594,0.747833
10.000000,10,0.506250,0.010588,0.737781
10.000000,10,0.473306,0.010582,0.667771
10.000000,10,0.095491,0.010576,0.661836
10.000000,10,0.502753,0.010570,0.694407
10.000000,10,0.058436,0.010565,0.681816
10.000000,10,0.073664,0.010559,0.659113
10.000000,10,0.045533,0.010554,0.627911
10.000000,10,0.278031,0.010548,0.606602
10.000000,10,0.759034,0.010543,0.669745
10.000000,10,0.246437,0.010537,0.646861
10.000000,10,0.238335,0.010532,0.571415
10.000000,10,0.218731,0.010527,0.530539
10.000000,10,0.639270,0.010521,0.510901
10.000000,10,0.120989,0.010516,0.393931
10.000000,10,1.008846,0.010511,0.398865
10.000000,10,0.120907,0.010506,0.420322
10.000000,10,0.042184,0.010501,0.422117
10.000000,10,0.059446,0.010496,0.398072
10.000000,10,0.078229,0.010491,0.388577
10.000000,10,0.152045,0.010486,0.427152
10.000000,10,0.136213,0.010481,0.453578
10.000000,10,0.082279,0.010476,0.413884
10.000000,10,0.742619,0.010472,0.334307
10.000000,10,0.311206,0.010467,0.205305
10.000000,10,0.546195,0.010462,0.150235
10.000000,10,0.095521,0.010458,0.166820
10.000000,10,0.582340,0.010453,0.154939
10.000000,10,0.206928,0.010449,0.166410
10.000000,10,0.329873,0.010444,0.206477
10.000000,10,0.271645,0.010440,0.215779
10.000000,10,0.566757,0.010435,0.167268
10.000000,10,0.748511,0.010431,0.110893
10.000000,10,0.340864,0.010427,0.062724
10.000000,10,0.621225,0.010423,0.067904
10.000000,10,1.100401,0.010418,0.018153
10.000000,10,0.315957,0.010414,-0.102239
10.000000,10,1.046156,0.010410,-0.113412
10.000000,10,0.166311,0.010406,-0.135878
10.000000,10,0.088560,0.010402,-0.158374
10.000000,10,0.891920,0.010398,-0.153742
10.000000,10,0.439846,0.010394,-0.183771
10.000000,10,0.069385,0.010390,-0.169239
10.000000,10,0.218383,0.010386,-0.204711
10.000000,10,0.804189,0.010382,-0.239342
10.000000,10,0.037799,0.010379,-0.249200
10.000000,10,0.460216,0.010375,-0.242638
10.000000,10,0.069345,0.010371,-0.258102
10.000000,10,0.710003,0.010367,-0.226687
10.000000,10,0.295318,0.010364,-0.223304
10.000000,10,0.026513,0.010360,-0.183685
10.000000,10,0.096291,0.010357,-0.182032
10.000000,10,0.071376,0.010353,-0.220831
10.000000,10,0.394769,0.010349,-0.274687
10.000000,10,0.062562,0.010346,-0.165589
10.000000,10,0.452027,0.010343,-0.101564
10.000000,10,0.132901,0.010339,-0.140660
10.000000,10,0.404775,0.010336,-0.175961
10.000000,10,0.049190,0.010332,-0.242712
10.000000,10,0.183565,0.010329,-0.219644
10.000000,10,0.417546,0.010326,-0.150955
10.000000,10,0.141689,0.010323,-0.192404
10.000000,10,0.018080,0.010319,-0.207367
10.000000,10,0.020281,0.010316,-0.227935
10.000000,10,0.140770,0.010313,-0.234977
10.000000,10,0.019787,0.010310,-0.235644
10.000000,10,0.056542,0.010307,-0.284851
10.000000,10,6.442571,0.010304,-0.263187
10.000000,10,0.320577,0.010301,-0.147690
10.000000,10,1.054571,0.010298,-0.043252
10.000000,10,5.844417,0.010295,0.032275
10.000000,10,0.398283,0.010292,0.046047
10.000000,10,0.104057,0.010289,-0.027612
10.000000,10,0.358764,0.010286,-0.102548
10.000000,10,0.004637,0.010283,-0.155633
10.000000,10,0.108601,0.010280,-0.177799
10.000000,10,0.012521,0.010278,-0.191076
10.000000,10,0.130463,0.010275,-0.241909
10.000000,10,0.314141,0.010272,-0.231644
10.000000,10,0.160665,0.010269,-0.261150
10.000000,10,0.029051,0.010267,-0.257017
10.000000,10,0.020803,0.010264,-0.265709
10.000000,10,0.306741,0.010262,-0.262915
10.000000,10,0.957893,0.010259,-0.240463
10.000000,10,0.341376,0.010256,-0.219676
10.000000,10,0.332423,0.010254,-0.207341
10.000000,10,0.017795,0.010251,-0.207732
10.000000,10,0.071900,0.010249,-0.143478
10.000000,10,0.070233,0.010246,-0.131124
10.000000,10,0.043995,0.010244,-0.182893
10.000000,10,0.047436,0.010241,-0.187712
10.000000,10,0.331139,0.010239,-0.168458
10.000000,10,0.004337,0.010237,-0.143112
10.000000,10,0.356710,0.010234,-0.128625
10.000000,10,0.049596,0.010232,-0.075490
10.000000,10,0.049833,0.010230,-0.066094
10.000000,10,0.400612,0.010227,-0.082841
10.000000,10,0.268408,0.010225,-0.196535
10.000000,10,0.234289,0.010223,-0.275818
10.000000,10,0.179496,0.010221,-0.315884
10.000000,10,0.180531,0.010218,-0.304097
10.000000,10,0.288042,0.010216,-0.302665
10.000000,10,0.178400,0.010214,-0.281181
10.000000,10,0.018414,0.010212,-0.219055
10.000000,10,0.059374,0.010210,-0.246830
10.000000,10,0.309602,0.010208,-0.311690
10.000000,10,0.230867,0.010206,-0.372974
10.000000,10,0.110309,0.010204,-0.340092
10.000000,10,0.134035,0.010202,-0.339140
10.000000,10,0.015780,0.010200,-0.330022
10.000000,10,2.191593,0.010198,-0.323134
10.000000,10,0.062087,0.010196,-0.271466
10.000000,10,0.007797,0.010194,-0.266457
10.000000,10,0.071314,0.010192,-0.293332
10.000000,10,0.004025,0.010190,-0.277980
10.000000,10,0.336777,0.010188,-0.272184
10.000000,10,0.010604,0.010186,-0.328087
10.000000,10,0.012027,0.010184,-0.340953
10.000000,10,0.185499,0.010182,-0.349936
10.000000,10,0.074406,0.010181,-0.381780
10.000000,10,0.015580,0.010179,-0.399546
10.000000,10,0.077642,0.010177,-0.392769
10.000000,10,0.082021,0.010175,-0.401720
10.000000,10,0.118772,0.010174,-0.411300
10.000000,10,0.005862,0.010172,-0.382737
10.000000,10,0.078045,0.010170,-0.392437
10.000000,10,0.008202,0.010168,-0.422512
10.000000,10,4.961725,0.010167,-0.358545
10.000000,10,0.073198,0.010165,-0.254277
10.000000,10,0.024789,0.010163,-0.137770
10.000000,10,0.259460,0.010162,-0.097424
10.000000,10,0.017207,0.010160,-0.134776
10.000000,10,0.021821,0.010159,-0.218495
10.000000,10,0.135928,0.010157,-0.251257
10.000000,10,0.018705,0.010155,-0.264615
10.000000,10,0.028848,0.010154,-0.309644
10.000000,10,0.162717,0.010152,-0.340030
10.000000,10,0.150185,0.010151,-0.343674
10.000000,10,0.088330,0.010149,-0.334522
10.000000,10,0.090678,0.010148,-0.373701
10.000000,10,0.010112,0.010146,-0.390438
10.000000,10,0.038389,0.010145,-0.358382
10.000000,10,0.005986,0.010144,-0.340318
10.000000,10,0.012101,0.010142,-0.374215
10.000000,10,0.066004,0.010141,-0.385020
10.000000,10,0.007646,0.010139,-0.372268
10.000000,10,0.067380,0.010138,-0.374138
10.000000,10,0.044085,0.010137,-0.399111
10.000000,10,0.092230,0.010135,-0.387675
10.000000,10,0.035787,0.010134,-0.381220
10.000000,10,0.035889,0.010132,-0.382720
10.000000,10,0.001412,0.010131,-0.380473
10.000000,10,0.051129,0.010130,-0.394442
10.000000,10,0.004473,0.010129,-0.420699
10.000000,10,0.043519,0.010127,-0.422747
10.000000,10,0.037489,0.010126,-0.435718
10.000000,10,0.040609,0.010125,-0.461138
10.000000,10,0.032003,0.010124,-0.440901
10.000000,10,0.032505,0.010122,-0.439777
10.000000,10,0.022348,0.010121,-0.406798
10.000000,10,1.467860,0.010120,-0.400212
10.000000,10,1.309230,0.010119,-0.359074
10.000000,10,0.042277,0.010118,-0.323562
10.000000,10,0.105210,0.010116,-0.337851
10.000000,10,0.018171,0.010115,-0.377447
10.000000,10,0.004579,0.010114,-0.403275
10.000000,10,0.081767,0.010113,-0.429545
10.000000,10,0.005006,0.010112,-0.463317
10.000000,10,0.022092,0.010111,-0.485386
10.000000,10,0.000184,0.010110,-0.505252
10.000000,10,0.021768,0.010108,-0.506141
10.000000,10,0.024700,0.010107,-0.497876
10.000000,10,0.002572,0.010106,-0.461912
10.000000,10,0.002209,0.010105,-0.422782
10.000000,10,0.043317,0.010104,-0.405491
10.000000,10,0.014717,0.010103,-0.400716
10.000000,10,0.015735,0.010102,-0.423594
10.000000,10,0.033270,0.010101,-0.446184
10.000000,10,0.033250,0.010100,-0.436559
10.000000,10,0.002526,0.010099,-0.436180
10.000000,10,0.007860,0.010098,-0.445780
10.000000,10,0.001191,0.010097,-0.466773
10.000000,10,0.008625,0.010096,-0.476682
10.000000,10,0.001865,0.010095,-0.505534
10.000000,10,0.001555,0.010094,-0.505592
10.000000,10,0.001752,0.010093,-0.495778
10.000000,10,0.035281,0.010092,-0.501907
10.000000,10,0.012551,0.010092,-0.512975
10.000000,10,0.001263,0.010091,-0.506876
10.000000,10,0.001127,0.010090,-0.513407
10.000000,10,0.020220,0.010089,-0.519399
10.000000,10,0.002652,0.010088,-0.541745
10.000000,10,0.015214,0.010087,-0.543980
10.000000,10,0.014251,0.010086,-0.541875
10.000000,10,0.000771,0.010085,-0.453875
10.000000,10,0.045422,0.010084,-0.388988
10.000000,10,0.021672,0.010084,-0.372414
10.000000,10,0.016572,0.010083,-0.381024
10.000000,10,0.016315,0.010082,-0.381261
10.000000,10,0.016017,0.010081,-0.379926
10.000000,10,0.001159,0.010080,-0.407690
10.000000,10,0.001216,0.010080,-0.413098
10.000000,10,0.000944,0.010079,-0.394314
10.000000,10,0.021515,0.010078,-0.342108
10.000000,10,0.035166,0.010077,-0.347622
10.000000,10,0.005827,0.010076,-0.382379
10.000000,10,0.019763,0.010076,-0.443192
10.000000,10,0.006842,0.010075,-0.454553
10.000000,10,0.017903,0.010074,-0.440220
10.000000,10,0.001299,0.010073,-0.439662
10.000000,10,0.014970,0.010073,-0.460878
10.000000,10,0.013940,0.010072,-0.472808
10.000000,10,0.012842,0.010071,-0.484992
10.000000,10,0.009803,0.010071,-0.463243
10.000000,10,0.006344,0.010070,-0.381555
10.000000,10,0.001587,0.010069,-0.306733
10.000000,10,0.009942,0.010068,-0.274839
10.000000,10,0.153928,0.010068,-0.273972
10.000000,10,0.103933,0.010067,-0.318670
10.000000,10,0.004977,0.010066,-0.335627
10.000000,10,0.051851,0.010066,-0.361681
10.000000,10,0.035792,0.010065,-0.356654
10.000000,10,0.016962,0.010064,-0.349407
10.000000,10,0.042942,0.010064,-0.382170
10.000000,10,0.005380,0.010063,-0.393367
10.000000,10,0.030355,0.010063,-0.395596
10.000000,10,0.074213,0.010062,-0.415914
10.000000,10,0.017921,0.010061,-0.448548
10.000000,10,0.000707,0.010061,-0.450691
10.000000,10,0.002401,0.010060,-0.476964
10.000000,10,0.002216,0.010060,-0.486887
10.000000,10,0.002122,0.010059,-0.481797
10.000000,10,0.010325,0.010058,-0.474038
10.000000,10,0.006291,0.010058,-0.483676
10.000000,10,0.003597,0.010057,-0.471516
10.000000,10,0.002754,0.010057,-0.466278
10.000000,10,0.000949,0.010056,-0.490921
10.000000,10,0.000837,0.010056,-0.503340
10.000000,10,0.013005,0.010055,-0.479530
10.000000,10,0.009704,0.010054,-0.481964
10.000000,10,0.010392,0.010054,-0.499459
10.000000,10,0.005159,0.010053,-0.506595
10.000000,10,0.005290,0.010053,-0.492923
10.000000,10,0.001079,0.010052,-0.494805
10.000000,10,0.001221,0.010052,-0.493922
10.000000,10,0.002501,0.010051,-0.489521
10.000000,10,0.001283,0.010051,-0.503410
10.000000,10,0.009582,0.010050,-0.531252
10.000000,10,0.008443,0.010050,-0.520217
10.000000,10,0.008066,0.010049,-0.518504
10.000000,10,0.003088,0.010049,-0.530570
10.000000,10,0.003272,0.010048,-0.533329
10.000000,10,0.002471,0.010048,-0.537521
10.000000,10,0.000731,0.010047,-0.533932
10.000000,10,0.000248,0.010047,-0.528427
10.000000,10,0.002622,0.010046,-0.531313
10.000000,10,0.002786,0.010046,-0.537252
10.000000,10,0.002336,0.010045,-0.539878
10.000000,10,0.005563,0.010045,-0.549154
